Data,Preço_Sinal,Retorno_5d,Preço_5d,Retorno_10d,Preço_10d,Retorno_20d,Preço_20d,Stock
2025-06-10 00:00:00,90.2902603149414,-7.76,83.29,-1.83,88.64,0.86,91.07,LBRDK
2025-06-18 00:00:00,84.335205078125,3.69,87.44,11.65,94.16,3.87,87.6,LBRDK
2025-07-03 00:00:00,94.15730285644533,-5.65,88.84,-6.96,87.6,,,LBRDK
2025-07-17 00:00:00,87.76000213623047,,,,,,,LBRDK
2025-01-23 00:00:00,24.228891372680664,0.4,24.33,-1.16,23.95,0.4,24.33,LBRDP
2025-02-07 00:00:00,24.117883682250977,0.3,24.19,0.78,24.31,0.02,24.12,LBRDP
2025-03-11 00:00:00,24.15938949584961,-0.83,23.96,-0.19,24.11,-2.72,23.5,LBRDP
2025-07-03 00:00:00,25.049999237060547,0.28,25.12,,,,,LBRDP
2025-01-29 00:00:00,20.416973114013672,-14.13,17.53,-17.04,16.94,-15.73,17.21,LBRT
2025-02-04 00:00:00,18.08473396301269,-3.06,17.53,-2.9,17.56,-14.04,15.54,LBRT
2025-03-19 00:00:00,14.60134220123291,4.9,15.32,9.39,15.97,-22.24,11.35,LBRT
2025-04-09 00:00:00,11.581744194030762,-1.97,11.35,4.37,12.09,2.14,11.83,LBRT
2025-04-15 00:00:00,11.313557624816896,5.79,11.97,0.97,11.42,9.75,12.42,LBRT
2025-03-05 00:00:00,11.579999923706056,-1.9,11.36,2.68,11.89,-0.6,11.51,LBTYA
2025-03-19 00:00:00,11.890000343322754,-1.6,11.7,-3.2,11.51,-11.86,10.48,LBTYA
2025-03-26 00:00:00,11.699999809265137,-1.62,11.51,-9.06,10.64,-7.95,10.77,LBTYA
2025-04-09 00:00:00,10.640000343322754,-1.5,10.48,1.22,10.77,-12.88,9.27,LBTYA
2025-04-15 00:00:00,10.65999984741211,-0.19,10.64,2.72,10.95,-8.35,9.77,LBTYA
2025-04-24 00:00:00,10.770000457763672,1.02,10.88,-13.93,9.27,-10.49,9.64,LBTYA
2025-01-23 00:00:00,12.140000343322754,-3.21,11.75,-3.95,11.66,-1.89,11.91,LBTYK
2025-02-04 00:00:00,11.600000381469728,-1.9,11.38,-0.52,11.54,4.57,12.13,LBTYK
2025-03-26 00:00:00,12.170000076293944,-1.97,11.93,-9.61,11.0,-8.79,11.1,LBTYK
2025-04-09 00:00:00,11.0,-1.18,10.87,0.91,11.1,-13.64,9.5,LBTYK
2025-04-15 00:00:00,11.039999961853027,-0.09,11.03,2.72,11.34,-8.88,10.06,LBTYK
2025-06-03 00:00:00,9.869999885559082,3.55,10.22,1.82,10.05,3.44,10.21,LBTYK
2025-06-05 00:00:00,10.0,1.4,10.14,1.4,10.14,2.2,10.22,LBTYK
2025-04-09 00:00:00,9.93000030517578,-5.54,9.38,9.47,10.87,6.85,10.61,LC
2025-07-01 00:00:00,12.270000457763672,1.87,12.5,3.18,12.66,,,LC
2025-04-25 00:00:00,28.950000762939453,0.83,29.19,-1.28,28.58,-0.52,28.8,LCDL
2025-03-07 00:00:00,6.019999980926514,-13.22,5.22,-11.96,5.3,-31.56,4.12,LCFY
2025-05-09 00:00:00,4.84499979019165,-9.39,4.39,-13.52,4.19,-18.68,3.94,LCFY
2025-02-12 00:00:00,2.869999885559082,15.33,3.31,-22.3,2.23,-29.27,2.03,LCID
2025-03-07 00:00:00,2.150000095367432,-2.79,2.09,12.56,2.42,6.05,2.28,LCID
2025-03-21 00:00:00,2.4200000762939453,-4.13,2.32,-5.79,2.28,-4.13,2.32,LCID
2025-03-31 00:00:00,2.4200000762939453,1.24,2.45,4.55,2.53,5.79,2.56,LCID
2025-04-09 00:00:00,2.549999952316284,-9.41,2.31,-3.92,2.45,-9.41,2.31,LCID
2025-02-04 00:00:00,100.62556457519533,4.48,105.13,5.8,106.46,-5.27,95.32,LCII
2025-03-06 00:00:00,97.3962631225586,-11.3,86.39,-9.97,87.68,-17.92,79.95,LCII
2025-04-09 00:00:00,80.64702606201172,-7.56,74.55,-2.09,78.96,4.98,84.66,LCII
2025-06-23 00:00:00,90.8000030517578,0.43,91.19,8.6,98.61,,,LCII
2025-07-01 00:00:00,95.63999938964844,4.23,99.69,0.82,96.42,,,LCII
2025-07-17 00:00:00,97.91000366210938,,,,,,,LCII
2025-02-11 00:00:00,15.27148151397705,-3.62,14.72,-4.9,14.52,-5.85,14.38,LCNB
2025-03-06 00:00:00,14.880903244018556,-3.9,14.3,-1.19,14.7,-7.35,13.79,LCNB
2025-04-09 00:00:00,14.181668281555176,-1.94,13.91,0.07,14.19,1.39,14.38,LCNB
2025-04-28 00:00:00,14.47711944580078,0.75,14.59,1.7,14.72,-0.68,14.38,LCNB
2025-05-15 00:00:00,15.412714958190918,-8.18,14.15,-7.28,14.29,-8.32,14.13,LCNB
2025-07-01 00:00:00,14.880000114440918,2.08,15.19,3.02,15.33,,,LCNB
2025-06-13 00:00:00,0.8100000023841858,18.52,0.96,12.35,0.91,23.46,1.0,LCTX
2025-01-27 00:00:00,5.917305946350098,-3.47,5.71,-14.66,5.05,-13.66,5.11,LCUT
2025-04-04 00:00:00,4.624714374542236,-14.74,3.94,-19.02,3.75,-25.18,3.46,LCUT
2025-04-30 00:00:00,48.68946838378906,1.04,49.19,4.66,50.96,4.36,50.81,LDEM
2025-06-30 00:00:00,53.93999862670898,0.89,54.42,1.02,54.49,,,LDEM
2025-02-14 00:00:00,1.649999976158142,-5.45,1.56,0.0,1.65,-9.09,1.5,LDI
2025-02-28 00:00:00,1.6399999856948853,9.76,1.8,-15.85,1.38,-27.44,1.19,LDI
2025-04-02 00:00:00,1.2200000286102295,-4.92,1.16,-12.3,1.07,-6.56,1.14,LDI
2025-05-13 00:00:00,1.2000000476837158,7.5,1.29,5.83,1.27,27.5,1.53,LDI
2025-03-04 00:00:00,131.4684295654297,1.43,133.35,5.19,138.29,2.38,134.6,LDOS
2025-03-31 00:00:00,134.57814025878906,-1.51,132.54,5.96,142.6,9.35,147.16,LDOS
2025-04-09 00:00:00,139.35528564453125,0.12,139.52,4.17,145.17,10.72,154.3,LDOS
2025-06-17 00:00:00,149.38999938964844,3.06,153.96,8.86,162.62,8.92,162.71,LDOS
2025-07-10 00:00:00,163.0,-0.18,162.71,,,,,LDOS
2025-07-14 00:00:00,163.6699981689453,,,,,,,LDOS
2025-02-11 00:00:00,20.23243904113769,0.33,20.3,0.1,20.25,-2.06,19.82,LDP
2025-03-25 00:00:00,19.962480545043945,-0.39,19.88,-8.38,18.29,-4.3,19.1,LDP
2025-04-09 00:00:00,19.03511619567871,-1.24,18.8,0.72,19.17,2.99,19.6,LDP
2025-05-15 00:00:00,20.00831413269043,-0.2,19.97,0.89,20.19,2.33,20.47,LDP
2025-07-02 00:00:00,29.785999298095703,0.86,30.04,-0.19,29.73,,,LDRX
2025-07-14 00:00:00,29.91699981689453,,,,,,,LDRX
2025-04-24 00:00:00,18.637561798095703,0.53,18.74,0.37,18.71,0.29,18.69,LDSF
2025-05-29 00:00:00,18.79853057861328,0.08,18.81,0.4,18.87,0.91,18.97,LDSF
2025-07-17 00:00:00,18.965999603271484,,,,,,,LDSF
2025-01-23 00:00:00,4.349999904632568,0.46,4.37,-0.23,4.34,-5.29,4.12,LDWY
2025-04-28 00:00:00,3.990000009536743,-2.51,3.89,-2.26,3.9,30.08,5.19,LDWY
2025-05-06 00:00:00,4.059999942779541,-2.96,3.94,18.72,4.82,32.51,5.38,LDWY
2025-05-22 00:00:00,4.96999979019165,8.45,5.39,4.63,5.2,0.6,5.0,LDWY
2025-06-30 00:00:00,5.03000020980835,-0.8,4.99,0.2,5.04,,,LDWY
2025-01-23 00:00:00,13.380000114440918,-3.44,12.92,-13.6,11.56,-15.55,11.3,LE
2025-03-06 00:00:00,11.229999542236328,-4.01,10.78,-9.53,10.16,-14.96,9.55,LE
2025-04-16 00:00:00,9.06999969482422,-4.74,8.64,-6.73,8.46,-1.87,8.9,LE
2025-05-22 00:00:00,8.949999809265137,-5.92,8.42,-10.73,7.99,14.41,10.24,LE
2025-06-12 00:00:00,9.460000038146973,-1.48,9.32,11.84,10.58,20.4,11.39,LE
2025-02-11 00:00:00,95.74034118652344,-0.29,95.47,-0.18,95.56,-1.82,94.0,LEA
2025-03-26 00:00:00,96.55989074707033,-8.88,87.99,-14.93,82.15,-12.34,84.64,LEA
2025-04-02 00:00:00,87.9853744506836,-6.64,82.15,-12.67,76.83,-3.38,85.01,LEA
2025-04-09 00:00:00,82.14678192138672,-6.47,76.83,3.04,84.64,7.31,88.15,LEA
2025-04-29 00:00:00,86.10195922851562,-0.78,85.43,9.99,94.71,3.57,89.17,LEA
2025-05-05 00:00:00,87.5987777709961,7.32,94.01,6.48,93.28,1.14,88.6,LEA
2025-03-07 00:00:00,200.1552276611328,-5.54,189.07,-4.79,190.58,-14.36,171.4,LECO
2025-04-09 00:00:00,183.93841552734372,-3.96,176.65,0.94,185.67,1.41,186.54,LECO
2025-05-14 00:00:00,195.05841064453125,-0.71,193.67,-0.22,194.63,4.4,203.64,LECO
2025-06-23 00:00:00,205.9890899658203,0.65,207.32,6.48,219.33,,,LECO
2025-07-01 00:00:00,210.22000122070312,4.88,220.48,4.09,218.82,,,LECO
2025-05-02 00:00:00,2.220000028610229,-3.15,2.15,25.23,2.78,26.13,2.8,LEDS
2025-02-03 00:00:00,13.300000190734863,-11.13,11.82,-13.91,11.45,-33.83,8.8,LEE
2025-04-22 00:00:00,8.550000190734863,-0.58,8.5,-1.05,8.46,-16.49,7.14,LEE
2025-02-04 00:00:00,10.221888542175291,-2.61,9.95,-3.97,9.82,-16.05,8.58,LEG
2025-04-02 00:00:00,8.256860733032227,-9.76,7.45,-20.96,6.53,17.11,9.67,LEG
2025-04-09 00:00:00,7.451070308685303,-12.42,6.53,-0.93,7.38,23.9,9.23,LEG
2025-04-17 00:00:00,6.834292888641357,6.11,7.25,38.72,9.48,39.01,9.5,LEG
2025-05-15 00:00:00,9.50036334991455,-7.02,8.83,-5.13,9.01,-2.74,9.24,LEG
2025-06-03 00:00:00,9.02285861968994,6.06,9.57,0.52,9.07,10.05,9.93,LEG
2025-07-01 00:00:00,9.630000114440918,4.67,10.08,1.87,9.81,,,LEG
2025-07-17 00:00:00,9.979999542236328,,,,,,,LEG
2025-01-30 00:00:00,25.65999984741211,2.73,26.36,11.03,28.49,-3.78,24.69,LEGH
2025-04-04 00:00:00,24.229999542236328,-1.57,23.85,-1.57,23.85,3.57,25.09,LEGH
2025-04-29 00:00:00,24.57999992370605,1.34,24.91,-4.23,23.54,-10.23,22.07,LEGH
2025-07-09 00:00:00,23.75,-4.76,22.62,,,,,LEGH
2025-02-12 00:00:00,35.869998931884766,8.5,38.92,2.37,36.72,6.08,38.05,LEGN
2025-03-11 00:00:00,37.18999862670898,1.86,37.88,-5.75,35.05,-17.26,30.77,LEGN
2025-04-09 00:00:00,32.08000183105469,4.3,33.46,6.73,34.24,-0.12,32.04,LEGN
2025-03-07 00:00:00,49.009037017822266,-0.42,48.8,-0.3,48.86,-10.51,43.86,LEGR
2025-06-09 00:00:00,52.25991821289063,0.17,52.35,1.8,53.2,3.48,54.08,LEGR
2025-06-23 00:00:00,52.230228424072266,3.02,53.81,3.29,53.95,,,LEGR
2025-07-02 00:00:00,54.0,-0.09,53.95,0.04,54.02,,,LEGR
2025-01-22 00:00:00,134.41586303710938,-2.51,131.05,-6.0,126.35,-9.54,121.59,LEN
2025-02-11 00:00:00,123.80207061767578,-3.19,119.86,-2.72,120.43,-4.8,117.87,LEN
2025-04-02 00:00:00,114.6249542236328,-6.05,107.69,-11.15,101.84,-6.02,107.72,LEN
2025-04-30 00:00:00,108.13905334472656,-0.74,107.34,-0.22,107.9,-2.34,105.61,LEN
2025-06-03 00:00:00,106.18755340576172,6.47,113.06,-1.91,104.16,8.12,114.81,LEN
2025-07-08 00:00:00,110.41999816894533,-2.44,107.73,,,,,LEN
2025-03-27 00:00:00,26.530000686645508,-13.31,23.0,-30.12,18.54,1.28,26.87,LENZ
2025-04-09 00:00:00,20.420000076293945,12.93,23.06,40.11,28.61,26.69,25.87,LENZ
2025-04-17 00:00:00,23.81999969482422,12.8,26.87,23.93,29.52,12.55,26.81,LENZ
2025-04-30 00:00:00,28.51499938964844,-11.13,25.34,-3.1,27.63,3.56,29.53,LENZ
2025-05-19 00:00:00,28.450000762939453,3.34,29.4,4.64,29.77,1.79,28.96,LENZ
2025-05-22 00:00:00,28.21999931335449,3.47,29.2,13.25,31.96,8.01,30.48,LENZ
2025-06-05 00:00:00,30.299999237060547,-2.38,29.58,-1.19,29.94,3.89,31.48,LENZ
2025-06-23 00:00:00,30.479999542236328,-3.84,29.31,2.89,31.36,,,LENZ
2025-04-11 00:00:00,5.60846757888794,0.16,5.62,2.98,5.78,4.39,5.85,LEO
2025-02-19 00:00:00,1.5399999618530271,-28.57,1.1,-34.42,1.01,-44.68,0.85,LESL
2025-03-05 00:00:00,1.0099999904632568,-15.05,0.86,-15.64,0.85,-31.19,0.69,LESL
2025-04-04 00:00:00,0.6690000295639038,-11.06,0.6,-14.2,0.57,-3.14,0.65,LESL
2025-05-05 00:00:00,0.6480000019073486,22.53,0.79,40.74,0.91,22.69,0.8,LESL
2025-05-09 00:00:00,0.7329999804496765,24.56,0.91,17.6,0.86,-3.14,0.71,LESL
2025-06-26 00:00:00,0.4930000007152557,-15.21,0.42,-15.01,0.42,,,LESL
2025-07-02 00:00:00,0.4390000104904175,5.01,0.46,-10.48,0.39,,,LESL
2025-04-07 00:00:00,58.560001373291016,10.78,64.87,11.39,65.23,27.15,74.46,LEU
2025-04-09 00:00:00,64.3499984741211,1.24,65.15,6.84,68.75,37.47,88.46,LEU
2025-04-16 00:00:00,65.1500015258789,5.53,68.75,9.12,71.09,47.83,96.31,LEU
2025-05-06 00:00:00,74.45999908447266,24.32,92.57,27.71,95.09,89.36,141.0,LEU
2025-07-02 00:00:00,176.4600067138672,11.9,197.46,32.55,233.89,,,LEU
2025-01-30 00:00:00,18.55721473693848,1.11,18.76,-2.63,18.07,-3.97,17.82,LEVI
2025-02-24 00:00:00,18.753320693969727,-8.88,17.09,-14.38,16.06,-15.18,15.91,LEVI
2025-04-11 00:00:00,14.915385246276855,-0.13,14.9,6.47,15.88,18.94,17.74,LEVI
2025-05-22 00:00:00,17.93000030517578,-3.23,17.35,-2.68,17.45,0.45,18.01,LEVI
2025-06-05 00:00:00,17.280000686645508,-1.04,17.1,1.79,17.59,13.14,19.55,LEVI
2025-06-23 00:00:00,18.010000228881836,2.67,18.49,8.38,19.52,,,LEVI
2025-04-09 00:00:00,28.729999542236328,-2.47,28.02,1.14,29.06,4.25,29.95,LEXI
2025-04-11 00:00:00,28.26000022888184,-2.26,27.62,3.47,29.24,8.88,30.77,LEXI
2025-01-29 00:00:00,1.809999942779541,2.76,1.86,-16.02,1.52,-14.36,1.55,LEXX
2025-06-16 00:00:00,1.0099999904632568,-5.94,0.95,-15.84,0.85,-13.86,0.87,LEXX
2025-07-16 00:00:00,0.8700000047683716,,,,,,,LEXX
2025-02-04 00:00:00,5.940000057220459,-3.7,5.72,-1.68,5.84,-0.17,5.93,LFCR
2025-04-09 00:00:00,6.230000019073486,1.77,6.34,-0.96,6.17,10.59,6.89,LFCR
2025-04-25 00:00:00,6.380000114440918,14.26,7.29,9.25,6.97,5.33,6.72,LFCR
2025-04-30 00:00:00,6.760000228881836,3.55,7.0,-1.33,6.67,1.33,6.85,LFCR
2025-05-22 00:00:00,6.670000076293945,1.5,6.77,2.7,6.85,10.79,7.39,LFCR
2025-01-23 00:00:00,5.159999847412109,11.24,5.74,20.93,6.24,5.81,5.46,LFMD
2025-02-12 00:00:00,6.860000133514404,9.62,7.52,-26.82,5.02,-17.49,5.66,LFMD
2025-02-28 00:00:00,5.260000228881836,-11.22,4.67,12.93,5.94,3.61,5.45,LFMD
2025-05-05 00:00:00,7.539999961853027,13.4,8.55,40.32,10.58,67.77,12.65,LFMD
2025-05-30 00:00:00,12.210000038146973,4.18,12.72,2.05,12.46,11.55,13.62,LFMD
2025-01-27 00:00:00,21.350940704345703,0.28,21.41,0.87,21.54,2.24,21.83,LFMDP
2025-02-19 00:00:00,21.580211639404297,-1.2,21.32,3.03,22.23,3.76,22.39,LFMDP
2025-03-03 00:00:00,21.84769630432129,-4.2,20.93,0.81,22.03,10.41,24.12,LFMDP
2025-04-07 00:00:00,24.6721134185791,-7.33,22.86,-5.7,23.27,-4.36,23.6,LFMDP
2025-04-30 00:00:00,24.23241233825684,-1.17,23.95,-1.21,23.94,-2.22,23.69,LFMDP
2025-04-09 00:00:00,20.6879997253418,0.96,20.89,8.44,22.43,9.94,22.74,LFSC
2025-06-20 00:00:00,24.191999435424805,1.98,24.67,2.64,24.83,,,LFSC
2025-02-18 00:00:00,8.0,-6.0,7.52,0.25,8.02,-15.75,6.74,LFST
2025-04-09 00:00:00,6.909999847412109,-2.89,6.71,-6.08,6.49,-15.92,5.81,LFST
2025-06-03 00:00:00,5.960000038146973,-4.03,5.72,-15.44,5.04,-19.88,4.78,LFST
2025-01-24 00:00:00,2.456586599349976,2.31,2.51,4.23,2.56,4.23,2.56,LFT
2025-02-26 00:00:00,2.598313093185425,-0.73,2.58,-2.55,2.53,0.73,2.62,LFT
2025-03-13 00:00:00,2.560519218444824,4.06,2.66,1.48,2.6,-11.38,2.27,LFT
2025-05-19 00:00:00,2.45426082611084,-0.79,2.43,0.79,2.47,-2.78,2.39,LFT
2025-03-19 00:00:00,213.82716369628903,-1.31,211.03,-8.35,195.98,-28.97,151.87,LFUS
2025-04-02 00:00:00,195.9766845703125,-15.26,166.07,-22.5,151.87,-4.04,188.05,LFUS
2025-04-07 00:00:00,159.50823974609375,-0.47,158.75,2.09,162.84,19.08,189.95,LFUS
2025-07-01 00:00:00,231.2100067138672,2.66,237.36,-0.41,230.27,,,LFUS
2025-02-25 00:00:00,17.476898193359375,-8.2,16.04,-10.49,15.64,-16.42,14.61,LFVN
2025-02-28 00:00:00,17.06930160522461,-10.1,15.35,-0.58,16.97,-15.82,14.37,LFVN
2025-04-15 00:00:00,14.423710823059082,-12.19,12.66,-14.54,12.33,-13.23,12.52,LFVN
2025-04-29 00:00:00,12.30624008178711,-3.08,11.93,-1.78,12.09,2.91,12.66,LFVN
2025-05-22 00:00:00,13.153227806091309,-0.78,13.05,-4.81,12.52,-8.24,12.07,LFVN
2025-07-14 00:00:00,12.380000114440918,,,,,,,LFVN
2025-01-24 00:00:00,1.6200000047683716,-14.2,1.39,-13.58,1.4,0.0,1.62,LFWD
2025-04-01 00:00:00,1.7699999809265137,-26.55,1.3,-19.77,1.42,-20.34,1.41,LFWD
2025-04-11 00:00:00,1.4299999475479126,0.0,1.43,4.2,1.49,-4.9,1.36,LFWD
2025-05-13 00:00:00,1.4199999570846558,-11.27,1.26,-13.38,1.23,-15.49,1.2,LFWD
2025-06-03 00:00:00,1.25,-2.4,1.22,-12.0,1.1,-46.16,0.67,LFWD
2025-07-02 00:00:00,0.6729999780654907,11.59,0.75,10.55,0.74,,,LFWD
2025-07-14 00:00:00,0.7450000047683716,,,,,,,LFWD
2025-01-28 00:00:00,2.950000047683716,-17.97,2.42,-15.25,2.5,-7.8,2.72,LGCB
2025-03-13 00:00:00,2.2799999713897705,-19.3,1.84,-24.12,1.73,-15.79,1.92,LGCB
2025-07-08 00:00:00,2.5369999408721924,-8.95,2.31,,,,,LGCB
2025-04-02 00:00:00,31.315000534057617,-8.11,28.78,-10.41,28.06,-5.32,29.65,LGCF
2025-04-09 00:00:00,28.775999069213867,-2.5,28.06,2.21,29.41,4.82,30.16,LGCF
2025-04-11 00:00:00,28.069000244140625,-0.81,27.84,5.41,29.59,10.27,30.95,LGCF
2025-02-04 00:00:00,0.5529999732971191,-3.98,0.53,1.27,0.56,-10.85,0.49,LGCL
2025-02-10 00:00:00,0.5649999976158142,-4.42,0.54,-4.07,0.54,-3.89,0.54,LGCL
2025-04-29 00:00:00,0.449999988079071,7.78,0.49,6.22,0.48,11.33,0.5,LGCL
2025-05-19 00:00:00,0.4990000128746032,-5.21,0.47,10.22,0.55,24.25,0.62,LGCL
2025-04-15 00:00:00,6.369999885559082,3.61,6.6,4.4,6.65,16.48,7.42,LGCY
2025-05-15 00:00:00,7.78000020980835,16.58,9.07,16.2,9.04,15.55,8.99,LGCY
2025-05-21 00:00:00,8.8100004196167,2.38,9.02,5.68,9.31,25.43,11.05,LGCY
2025-05-28 00:00:00,9.329999923706056,0.21,9.35,-6.22,8.75,23.37,11.51,LGCY
2025-04-04 00:00:00,3.619999885559082,-18.78,2.94,-10.77,3.23,-25.97,2.68,LGHL
2025-04-28 00:00:00,3.0,-10.67,2.68,1.33,3.04,3.67,3.11,LGHL
2025-05-19 00:00:00,3.0999999046325684,0.32,3.11,-8.39,2.84,-10.32,2.78,LGHL
2025-07-09 00:00:00,3.0799999237060547,13.96,3.51,,,,,LGHL
2025-02-26 00:00:00,15.977636337280272,-2.63,15.56,-5.84,15.04,-5.72,15.06,LGI
2025-03-25 00:00:00,15.15973949432373,-1.78,14.89,-12.4,13.28,-6.0,14.25,LGI
2025-04-17 00:00:00,56.27999877929688,5.63,59.45,-2.11,55.09,3.39,58.19,LGIH
2025-02-26 00:00:00,6.840000152587891,-6.87,6.37,-8.92,6.23,-7.6,6.32,LGL
2025-02-28 00:00:00,6.849999904632568,-4.96,6.51,-6.86,6.38,-1.46,6.75,LGL
2025-03-14 00:00:00,6.380000114440918,14.11,7.28,5.8,6.75,-1.25,6.3,LGL
2025-05-27 00:00:00,6.739999771118164,0.0,6.74,-0.59,6.7,6.08,7.15,LGL
2025-06-30 00:00:00,7.619999885559082,-5.25,7.22,0.79,7.68,,,LGL
2025-02-19 00:00:00,122.0,-5.73,115.01,-5.4,115.41,-11.45,108.03,LGND
2025-03-17 00:00:00,109.9499969482422,1.56,111.67,-4.37,105.14,-3.06,106.59,LGND
2025-04-02 00:00:00,108.7300033569336,-4.49,103.85,-3.78,104.62,0.39,109.15,LGND
2025-04-09 00:00:00,103.8499984741211,0.74,104.62,4.53,108.55,-1.29,102.51,LGND
2025-06-18 00:00:00,114.63999938964844,0.92,115.69,-0.05,114.58,20.68,138.35,LGND
2025-06-23 00:00:00,114.9800033569336,-1.13,113.68,0.12,115.12,,,LGND
2025-07-14 00:00:00,126.91999816894533,,,,,,,LGND
2025-06-03 00:00:00,1.399999976158142,-6.43,1.31,-7.14,1.3,-5.0,1.33,LGO
2025-04-30 00:00:00,4.150000095367432,17.59,4.88,46.75,6.09,-77.37,0.94,LGPS
2025-05-23 00:00:00,0.9549999833106996,4.71,1.0,1.57,0.97,-8.9,0.87,LGPS
2025-07-02 00:00:00,0.8500000238418579,104.71,1.74,51.76,1.29,,,LGPS
2025-07-17 00:00:00,1.2899999618530271,,,,,,,LGPS
2025-01-23 00:00:00,36.3519401550293,0.16,36.41,0.27,36.45,-3.38,35.12,LGRO
2025-04-24 00:00:00,31.59754943847656,2.57,32.41,4.79,33.11,9.17,34.5,LGRO
2025-05-07 00:00:00,32.793701171875,6.82,35.03,4.49,34.27,7.6,35.28,LGRO
2025-02-12 00:00:00,1.5700000524520874,4.46,1.64,-2.55,1.53,4.46,1.64,LGVN
2025-07-15 00:00:00,1.4700000286102295,,,,,,,LGVN
2025-03-14 00:00:00,238.8318634033203,-2.22,233.53,-3.97,229.35,-7.54,220.81,LH
2025-03-31 00:00:00,232.0616607666016,-3.97,222.85,-2.02,227.38,3.3,239.72,LH
2025-04-09 00:00:00,229.8082427978516,-4.3,219.93,-0.82,227.91,7.93,248.03,LH
2025-05-30 00:00:00,248.97000122070312,2.01,253.97,4.88,261.12,5.44,262.51,LH
2025-06-03 00:00:00,250.50999450683597,3.54,259.37,3.57,259.45,3.79,260.0,LH
2025-06-12 00:00:00,261.6499938964844,0.09,261.88,-0.41,260.59,-4.53,249.8,LH
2025-07-01 00:00:00,1.7200000286102295,20.93,2.08,36.05,2.34,,,LHSW
2025-07-10 00:00:00,2.369999885559082,0.42,2.38,,,,,LHSW
2025-02-10 00:00:00,206.27061462402344,-6.11,193.67,-2.14,201.86,2.43,211.28,LHX
2025-02-20 00:00:00,195.1866455078125,3.89,202.78,8.4,211.58,7.0,208.85,LHX
2025-03-05 00:00:00,208.34886169433597,-0.21,207.92,1.75,211.99,1.2,210.85,LHX
2025-03-13 00:00:00,210.1378173828125,-0.61,208.85,0.72,211.65,1.1,212.46,LHX
2025-04-09 00:00:00,213.2921905517578,2.11,217.8,0.9,215.2,1.88,217.31,LHX
2025-05-07 00:00:00,216.92416381835935,0.76,218.57,6.69,231.44,11.59,242.06,LHX
2025-06-11 00:00:00,246.6699981689453,0.88,248.83,0.05,246.8,5.22,259.55,LHX
2025-07-14 00:00:00,262.3099975585937,,,,,,,LHX
2025-04-09 00:00:00,3.739000082015991,-15.49,3.16,-6.39,3.5,-8.26,3.43,LICN
2025-04-17 00:00:00,3.5299999713897705,8.5,3.83,-0.28,3.52,83.4,6.47,LICN
2025-07-02 00:00:00,4.179999828338623,5.98,4.43,14.35,4.78,,,LICN
2025-04-09 00:00:00,0.5799999833106995,10.69,0.64,20.86,0.7,-3.1,0.56,LIDR
2025-04-15 00:00:00,0.6589999794960022,4.7,0.69,10.77,0.73,4.1,0.69,LIDR
2025-04-22 00:00:00,0.6589999794960022,9.71,0.72,3.49,0.68,12.29,0.74,LIDR
2025-05-01 00:00:00,0.7369999885559082,-23.74,0.56,-5.97,0.69,-4.07,0.71,LIDR
2025-06-26 00:00:00,0.959999978542328,10.42,1.06,17.71,1.13,,,LIDR
2025-03-14 00:00:00,11.306096076965332,-3.91,10.86,-1.99,11.08,-8.22,10.38,LIEN
2025-01-29 00:00:00,47.34000015258789,-2.45,46.18,-5.13,44.91,-14.28,40.58,LIF
2025-03-07 00:00:00,43.93999862670898,-8.28,40.3,-13.25,38.12,-27.67,31.78,LIF
2025-03-19 00:00:00,41.20000076293945,-3.2,39.88,-4.17,39.48,-11.89,36.3,LIF
2025-04-09 00:00:00,36.61000061035156,-0.85,36.3,9.12,39.95,23.44,45.19,LIF
2025-04-11 00:00:00,34.939998626708984,4.01,36.34,15.0,40.18,41.7,49.51,LIF
2025-05-06 00:00:00,44.060001373291016,35.32,59.62,38.2,60.89,45.28,64.01,LIF
2025-07-03 00:00:00,65.58000183105469,-2.13,64.18,13.27,74.28,,,LIF
2025-04-09 00:00:00,558.6807861328125,-2.37,545.43,-6.61,521.73,2.93,575.06,LII
2025-04-11 00:00:00,551.960693359375,-2.42,538.62,-4.19,528.81,7.68,594.37,LII
2025-06-03 00:00:00,559.4554443359375,-0.97,554.02,-4.15,536.24,7.62,602.1,LII
2025-06-23 00:00:00,562.8875732421875,1.84,573.24,5.62,594.54,,,LII
2025-06-27 00:00:00,566.1900024414062,4.57,592.09,8.66,615.25,,,LII
2025-02-26 00:00:00,6.940000057220459,-2.88,6.74,-4.47,6.63,-4.76,6.61,LILA
2025-03-17 00:00:00,6.849999904632568,-2.92,6.65,-7.59,6.33,-24.09,5.2,LILA
2025-05-06 00:00:00,5.449999809265137,-10.64,4.87,-6.42,5.1,-6.42,5.1,LILA
2025-07-14 00:00:00,6.300000190734863,,,,,,,LILA
2025-02-04 00:00:00,6.190000057220459,10.99,6.87,15.51,7.15,8.08,6.69,LILAK
2025-02-07 00:00:00,6.579999923706055,11.4,7.33,5.02,6.91,-0.3,6.56,LILAK
2025-03-17 00:00:00,6.829999923706055,-3.22,6.61,-9.08,6.21,-23.28,5.24,LILAK
2025-05-06 00:00:00,5.489999771118164,-9.11,4.99,-5.28,5.2,-5.1,5.21,LILAK
2025-02-10 00:00:00,457.8674621582031,1.08,462.81,1.44,464.45,-1.47,451.12,LIN
