symbol,signal_type,signal_strength,cycle_status,off_exchange_pct,off_exchange_trend,price_change_3d,volume_trend,current_price,period,reasons,avg_volume,volatility
SNPS,🟠 DISTRIBUIÇÃO MASSIVA,2,VENDAS INSTITUCIONAIS,42.29767567224759,-53.03283141717454,-0.8859935564465798,0.6727073820395738,609.6799926757812,22/07 - 24/07,Off-exchange muito alto (42.3%),2102400,3.724244889907215
AVAV,🟠 DISTRIBUIÇÃO MASSIVA,2,VENDAS INSTITUCIONAIS,42.65624564241292,-10.595074405467464,3.3221582047089013,0.9317009231112475,271.20001220703125,22/07 - 24/07,Off-exchange muito alto (42.7%),1195233,4.059556626036888
NVDA,🟠 DISTRIBUIÇÃO MASSIVA,2,VENDAS INSTITUCIONAIS,48.702219806707994,-30.60443655625791,4.0172464604597025,0.8126189804677254,173.74000549316406,22/07 - 24/07,Off-exchange muito alto (48.7%),158727033,1.2288205727444534
DASH,⚠️ MUDANÇA DE CICLO,2,ENTRANDO EM DISTRIBUIÇÃO,37.323443571923825,19.658223245667195,1.613708197396373,0.9279068642469,243.69000244140625,22/07 - 24/07,Mudança brusca no off-exchange: +19.7%,2067233,3.1021497922139964
AMD,🟠 DISTRIBUIÇÃO MASSIVA,2,VENDAS INSTITUCIONAIS,50.823445988242824,7.418475466409036,4.782829523074086,1.0456277567114456,162.1199951171875,22/07 - 24/07,Off-exchange muito alto (50.8%),46326333,2.1931712199461333
TLN,🟠 DISTRIBUIÇÃO MASSIVA,2,VENDAS INSTITUCIONAIS,42.42749463568507,-43.825773687686095,8.157413797180817,0.6377757808058393,339.1600036621094,22/07 - 24/07,Off-exchange muito alto (42.4%),1817566,4.0451617190581315
OUST,🟠 DISTRIBUIÇÃO MASSIVA,2,VENDAS INSTITUCIONAIS,51.181421823906994,-54.390365710554576,3.3601172552708967,0.698514758827221,28.299999237060547,22/07 - 24/07,Off-exchange muito alto (51.2%),3027566,4.18608807042247
MSFT,⚠️ MUDANÇA DE CICLO,2,ENTRANDO EM DISTRIBUIÇÃO,32.396291312467376,26.144689734268578,1.110300629588516,1.0420251788787247,510.8800048828125,22/07 - 24/07,Mudança brusca no off-exchange: +26.1%,15457400,1.3576941236277547
ANET,🟠 DISTRIBUIÇÃO MASSIVA,2,VENDAS INSTITUCIONAIS,44.29589188873987,-39.7969857127275,3.8804902382945294,0.7828736369467607,114.04000091552734,22/07 - 24/07,Off-exchange muito alto (44.3%),6859600,3.4698703145794942
SVM,🟠 DISTRIBUIÇÃO MASSIVA,2,VENDAS INSTITUCIONAIS,70.08317190762145,-39.51424812367311,0.0,0.48501969393685024,4.769999980926514,22/07 - 24/07,Off-exchange muito alto (70.1%),6194800,13.229638443031364
AMZN,⚠️ MUDANÇA DE CICLO,2,ENTRANDO EM DISTRIBUIÇÃO,35.09906800550971,20.874965092933294,2.0925812112769617,1.1842642083383557,232.22999572753903,22/07 - 24/07,Mudança brusca no off-exchange: +20.9%,36226966,3.1096623610932412
BBAI,🟠 DISTRIBUIÇÃO MASSIVA,2,VENDAS INSTITUCIONAIS,67.38484985300339,5.164282800878839,5.834468274800546,0.896318020783683,7.800000190734863,22/07 - 24/07,Off-exchange muito alto (67.4%),79514300,3.3045423283716584
VNET,⚠️ MUDANÇA DE CICLO,2,SAINDO DE DISTRIBUIÇÃO,37.014684767403885,-36.458649823473976,2.966622578386369,0.8155869285234507,8.329999923706055,22/07 - 24/07,Mudança brusca no off-exchange: -36.5%,5409233,6.062177826491069
MA,NEUTRO,0,INDEFINIDO,39.65875855246888,-1.1193541291322773,0.8483052028657555,0.9272277635809084,563.5,22/07 - 24/07,Sem sinais claros,2021833,1.4571661996262932
AVGO,NEUTRO,0,INDEFINIDO,38.154376218833356,-7.961158007223101,3.6325766359942677,0.9198016990817188,288.7099914550781,22/07 - 24/07,Sem sinais claros,17844933,4.691836882643444
TTD,NEUTRO,0,INDEFINIDO,33.27781825523623,-4.965803315224104,4.077386929979028,0.9196615109113573,85.0,22/07 - 24/07,Sem sinais claros,7594533,1.9519221295943128
